date,open,high,low,close,volume,ma_10,rsi,next_day_movement,future_price
2024/02/21,272.x,none,?,ERROR,,none,469,???,outlier
2024-02-14,150.4.6,266.x,229.7.3,ERROR,8348266,?,44.43.x,Down,NaN
2024-01-13,200.46,none,209.28abc,ERROR,,263.11abc,99.88.x,down,140.41??
22/04/24,208.6.9,221.x,none,189.5.5,{1555458},270.56abc,179,Down,268.25
2024/04/21,(190.95),?,141.37abc,none,6778043units,ERROR,1496,Up,151.61
2024-03-28,242.65,129.5.7,?,none,8182453,248.69,none,down,263.31
2024/01/03,112.53,193.5.3,ERROR,255.12abc,,none,?,UP,NaN
2024-01-25,(251.9),286.8,292.x,none,Null,NaN,none,↓,NaN
2024/04/24,none,135.3.9,131.x,?,Null,?,75.86,Up,262.13??
08/01/24,205.63,253.67,131.6.2,(287.09),2635017units,?,682,UP,outlier
10-04-2024,?,none,(197.17),288.0.3,Null,NaN,high,↓,NaN
2024-02-17,ERROR,296.87,131.3.2,235.65,,NaN,83.72,↑,NaN
26-03-2024,104.x,(149.11),248.9abc,219.36abc,Null,285.64,8.1.x,Up,218.83??
2024-04-22,243.x,171.x,178.89,(247.55),,?,?,↓,212.97??
2024/03/29,NaN,213.x,none,ERROR,"6685429,abc",none,none,UP,126.07
2024/04/30,219.05abc,294.07,192.7.6,ERROR,,(134.21),low,???,NaN
06/04/24,109.13,?,102.22,ERROR,{7339279},(147.83),71.0.x,UP,NaN
2024/02/21,248.x,127.9.7,276.52abc,?,1586443,ERROR,565,↓,109.16??
23/04/24,ERROR,ERROR,292.82,157.x,4112260units,ERROR,12.72.x,↓,outlier
2024-02-07,none,ERROR,104.45abc,161.x,2543679units,none,56.54,UP,outlier
2024-01-01,112.5abc,none,(166.67),none,"8473096,abc",141.56,79.01,???,NaN
28-02-2024,(295.62),none,none,none,Null,158.22abc,36.2.x,down,275.1
2024**04**05,NaN,151.x,207.x,276.44,Null,(160.45),?,↑,276.5
15/02/24,113.35,260.32,194.0.3,?,Null,188.4.1,low,Up,276.88
2024/03/05,267.x,(103.86),?,185.2.1,,284.3abc,15,Up,129.41??
04/03/24,104.13,?,149.x,none,"2443707,abc",240.0abc,none,???,182.11??
2024/01/27,?,117.51abc,216.1.4,ERROR,{8889231},217.22,14.58.x,↓,293.28
10-01-2024,ERROR,(219.36),?,NaN,{8418110},(153.2),542,↓,NaN
2024-04-01,ERROR,(162.72),220.53,ERROR,,144.x,none,???,outlier
2024-01-21,155.3abc,?,(124.69),278.x,Null,?,63.22.x,Up,NaN
03/01/24,261.58,?,NaN,NaN,Null,none,93.73,Up,238.26??
21/02/24,231.58,281.96abc,?,ERROR,Null,223.0.8,20.59.x,UP,132.77??
2024/04/28,none,289.49abc,234.82,(218.44),Null,none,48.6.x,down,outlier
2024-03-24,none,250.96abc,none,NaN,{6393258},200.25,low,UP,NaN
31-03-2024,NaN,252.37abc,(119.43),?,,232.x,63.61.x,???,outlier
2024/02/28,(288.54),NaN,NaN,(102.0),Null,220.31,56.45.x,↑,outlier
2024-03-17,168.x,209.0.7,127.92abc,159.19abc,Null,none,19.18,↑,293.06
26/03/24,265.25abc,212.0.0,(170.23),NaN,"4835877,abc",NaN,1215,Down,outlier
2024-04-23,none,210.23,269.85,297.39,"7480321,abc",?,86.6.x,Down,155.5
07/02/24,?,ERROR,218.14abc,135.4.5,,(155.65),27.09,down,209.3??
2024/01/29,ERROR,175.95abc,265.8abc,NaN,Null,153.9.4,1182,Up,116.14??
29-02-2024,221.54abc,193.65,NaN,214.x,5437778,177.x,low,down,outlier
2024-04-21,210.13abc,103.x,ERROR,158.x,"2481249,abc",none,11.16,down,outlier
2024/03/28,267.71,169.24,183.9.0,none,4762962units,NaN,high,Down,outlier
2024/02/29,?,194.41abc,ERROR,233.97,,none,63.9.x,Down,outlier
02-01-2024,271.63abc,?,148.x,?,"8468766,abc",ERROR,51.61,UP,outlier
2024/03/10,238.18,?,177.75,ERROR,"7339956,abc",293.x,80.81,Up,126.48
07/01/24,?,NaN,269.x,NaN,Null,150.32abc,41.37.x,???,outlier
2024-03-20,106.7.4,141.6.5,170.9.3,NaN,1242690,NaN,806,UP,NaN
25/04/24,211.39,(107.13),NaN,NaN,,205.46abc,25.45,down,NaN
2024/03/06,ERROR,105.8.8,ERROR,NaN,3372640units,?,549,UP,NaN
27/03/24,NaN,(162.05),(123.67),ERROR,"4231447,abc",ERROR,high,down,162.57
14-03-2024,150.51abc,238.x,286.1.9,?,"5745201,abc",?,42.77.x,Up,NaN
20/01/24,285.86,111.x,194.24abc,ERROR,{3069895},none,75.98.x,↓,134.76??
2024/02/13,142.x,none,none,none,5665362units,201.x,4.36.x,↓,NaN
30/01/24,120.5abc,?,NaN,?,6525610units,176.x,13.71,???,outlier
24-03-2024,ERROR,136.8.6,123.x,?,2760396units,ERROR,14.62,↑,outlier
2024-01-03,269.5.8,?,?,ERROR,Null,ERROR,78.95,???,outlier
2024/01/20,none,NaN,159.21abc,259.x,"6895398,abc",298.76,?,down,outlier
2024-03-03,165.06abc,140.7.4,132.27abc,none,,291.6.4,31.98,???,outlier
30-04-2024,?,273.69abc,225.0.3,NaN,1448536units,ERROR,55.15.x,Down,244.13??
2024-01-21,159.4.1,189.x,246.2.7,139.34,"1155550,abc",ERROR,none,???,NaN
2024**04**05,179.8.1,175.6.9,?,ERROR,,205.62abc,764,down,outlier
2024/01/15,213.51,none,NaN,(141.37),"4886775,abc",(190.83),47.93,UP,outlier
25/02/24,ERROR,265.x,none,(206.3),,none,low,↑,245.94
2024-03-06,(176.04),181.74abc,(194.19),ERROR,Null,none,low,↓,111.91
20/02/24,NaN,NaN,?,139.1.4,,148.3.3,35.13.x,↓,outlier
26-01-2024,none,(178.42),none,none,{2762761},179.5.1,low,↓,NaN
09-03-2024,243.x,234.66abc,ERROR,231.46abc,{2874510},NaN,60.88.x,Down,NaN
2024**04**05,140.x,?,164.8.7,248.x,Null,253.91,none,Up,203.44??
2024**04**05,277.92abc,237.82abc,ERROR,(242.16),Null,140.85abc,76.56.x,↑,257.36??
2024-02-27,146.x,?,none,none,{5178266},124.39,1304,↓,outlier
2024-03-11,120.33abc,107.81abc,ERROR,ERROR,,NaN,41.16.x,UP,outlier
2024/03/07,NaN,108.94,?,122.47abc,"2604064,abc",NaN,41.34,↓,outlier
2024-01-05,NaN,287.19,NaN,ERROR,6261459,ERROR,32.97.x,UP,NaN
19/01/24,154.x,ERROR,112.32abc,NaN,Null,212.x,13.27.x,???,NaN
03-03-2024,292.02abc,NaN,NaN,200.x,1803403,?,64.19,↑,268.99
2024/01/12,none,266.88abc,129.x,?,"8169324,abc",192.88,low,UP,254.27
2024-01-05,NaN,119.59abc,none,(270.77),{1773545},?,68.63.x,UP,210.97??
2024/04/26,none,266.6.1,(222.9),ERROR,,NaN,2.01,UP,157.58??
2024/02/17,213.0.7,NaN,290.8.0,168.x,{7544735},none,26.01,???,250.8
2024/02/22,114.28abc,(124.49),none,(226.08),{6734276},ERROR,15.86.x,Down,129.2
05-03-2024,268.x,NaN,ERROR,208.53abc,{6694466},231.21,71.47.x,???,NaN
2024/03/16,(263.63),none,(233.63),141.02abc,1228660,233.4.7,high,↑,279.81??
23-03-2024,NaN,227.66,(211.88),(237.39),,137.86abc,high,???,outlier
2024/03/08,none,?,235.76abc,181.7.1,{1758624},NaN,853,???,outlier
26/01/24,223.x,?,128.38abc,ERROR,Null,(288.88),0.02.x,Up,NaN
01-04-2024,241.x,206.83,172.6.6,NaN,4885488,143.3.3,898,Up,157.16
06/04/24,122.61abc,133.5.2,156.1.7,NaN,"7021153,abc",143.x,70.75,down,NaN
07-04-2024,ERROR,279.18abc,177.4.0,?,6116492,NaN,88.63.x,UP,outlier
08/04/24,164.4,192.49,ERROR,296.x,Null,236.5.8,none,Down,NaN
23-03-2024,?,210.1.1,ERROR,ERROR,4093362units,NaN,52.74,???,161.87
2024/01/03,137.x,ERROR,?,103.57abc,4074956,?,5.72.x,down,155.82??
2024/03/02,?,ERROR,none,265.x,"5091129,abc",none,630,UP,223.06??
2024/04/15,(213.23),297.x,ERROR,213.x,{6897696},(229.76),80.96,↓,outlier
2024-04-16,(122.73),146.x,(162.67),NaN,1366594,191.x,374,Up,135.84??
2024/04/28,269.49abc,NaN,none,?,3583807units,(249.62),1007,UP,outlier
2024-02-21,212.75,ERROR,203.31,none,,(199.52),30.23,Down,279.88
2024/02/16,202.67,277.48,?,none,{5637038},265.x,31.36.x,Up,294.74
2024-04-17,269.x,258.x,221.x,?,1797254,243.54abc,?,Down,NaN
2024-04-01,NaN,(154.99),119.63,173.1,,261.51abc,548,down,277.57
15/03/24,none,262.88,?,111.7.3,Null,267.9abc,6.21.x,↑,128.06??
2024/04/28,?,none,ERROR,241.28,{1109817},?,none,???,NaN
19/02/24,223.8.8,228.x,none,102.x,Null,NaN,low,↑,outlier
2024-04-13,156.82,216.61abc,245.5.4,276.89abc,{6926097},(268.66),13.61.x,↓,outlier
21-03-2024,none,274.4.7,138.05,?,{3674117},243.6abc,58.93.x,Down,278.4??
2024-02-23,none,none,(208.91),none,"1513617,abc",298.33abc,37.76,???,265.47
13/03/24,177.x,?,151.79,101.71,{5368285},none,913,Up,NaN
2024/03/25,none,none,168.1.4,202.9.4,Null,172.38abc,83.47,↑,NaN
2024/03/13,?,none,none,ERROR,7622370units,202.1.5,861,↓,outlier
2024-03-20,(179.47),151.85,163.9.9,177.x,"6719603,abc",252.0.2,86.88.x,UP,129.76
2024/02/12,(184.16),295.4,ERROR,NaN,,(235.27),875,Up,130.96
03/03/24,284.3.0,233.9.8,167.x,none,,287.1.5,65.36,↓,286.39
2024-03-14,243.4.6,none,(289.56),187.37,,ERROR,99.22.x,???,296.83??
10-03-2024,112.2abc,none,NaN,262.6.6,{3779619},(182.19),31.37,Down,268.27??
2024/04/15,164.75,?,NaN,ERROR,2305802units,none,53.09.x,↓,NaN
2024/01/19,NaN,163.0.5,(105.73),143.99,5377214units,none,1190,UP,NaN
29/01/24,180.1.9,NaN,?,241.x,{6719449},180.22,89.02,UP,244.36
2024-03-01,ERROR,none,113.6.0,?,"7968920,abc",none,57.0,Up,221.11??
2024-03-29,none,237.x,114.x,none,8728942,ERROR,17.32,???,292.54
2024/01/13,none,157.6.2,231.x,233.0.7,3647354,?,none,UP,169.41??
19-03-2024,130.x,139.87,?,112.x,1655603units,NaN,44.02.x,UP,outlier
29-04-2024,none,120.97,?,137.x,{8980433},(287.7),58.36.x,down,215.09??
2024**04**05,none,ERROR,ERROR,ERROR,8020530units,178.53abc,32.05,↓,269.93??
16/01/24,(272.38),?,235.8.4,?,Null,ERROR,high,down,outlier
2024-01-30,(246.61),178.1.8,186.7abc,132.1.6,5936924units,296.x,32.69,Up,122.4??
01/02/24,255.24abc,(263.22),ERROR,188.x,"7359826,abc",NaN,35.11,???,122.84
15-02-2024,?,201.4abc,NaN,261.05abc,"8649516,abc",(209.8),?,UP,NaN
28/01/24,255.x,ERROR,?,114.x,7094477units,232.38,62,↓,176.61??
2024/04/11,ERROR,278.6.2,212.x,none,Null,120.9.1,291,↓,158.85
2024-04-03,298.1.2,?,NaN,274.33abc,{1115649},NaN,22.61.x,↓,130.08
14-03-2024,139.x,none,NaN,173.69,Null,235.89abc,5.93,↓,outlier
2024/01/08,200.03abc,NaN,none,none,5740692units,168.x,low,UP,271.76
2024**04**05,252.51,264.53,NaN,101.58abc,Null,NaN,15.0.x,down,NaN
25/04/24,none,105.9.0,210.4.1,176.x,"1419791,abc",none,1316,↓,114.81
24-04-2024,275.42abc,none,NaN,170.x,"1741553,abc",113.x,?,↓,NaN
29-02-2024,?,?,?,(142.97),5266013units,none,73.85.x,UP,239.61??
11/02/24,247.48,292.9.7,none,NaN,,ERROR,84.36.x,???,NaN
2024/01/23,118.7.5,213.7.2,none,?,,ERROR,55.26,Up,outlier
2024-02-07,NaN,(257.7),237.0.9,none,"7200195,abc",none,65.06.x,Down,outlier
2024-04-04,ERROR,211.x,none,ERROR,,237.x,none,Up,NaN
07-01-2024,none,276.7.5,(252.11),NaN,{6164942},223.09abc,23.2.x,Down,260.14??
02/03/24,147.46abc,181.89,NaN,105.98,Null,296.98abc,34.28.x,Down,NaN
21-01-2024,(195.84),125.34,?,?,8925606units,171.12abc,low,Up,250.31
2024/13/15,ERROR,ERROR,?,ERROR,,none,8.45,Down,NaN
2024-04-08,257.4,258.x,NaN,?,,(218.18),276,UP,outlier
11/01/24,none,241.x,172.25,(197.84),,166.35abc,1.72,???,194.08??
2024**04**05,(151.42),249.6,189.62,NaN,1070942units,ERROR,1315,???,113.65??
2024-02-19,(222.75),126.6.5,(235.33),117.99abc,{6571539},ERROR,71.13.x,down,NaN
2024-02-11,192.32abc,292.43,(196.79),114.x,Null,260.04,1040,Up,outlier
2024-04-17,(158.46),none,170.86abc,(183.3),{3796886},NaN,1192,Down,outlier
2024/04/08,NaN,none,214.5.5,ERROR,4130775units,298.97,low,↓,107.78
13-03-2024,270.17abc,225.86,NaN,275.3.9,{2639851},290.78,1076,down,outlier
19/03/24,ERROR,ERROR,207.69,none,"6787983,abc",none,46.77,Up,outlier
08-03-2024,182.01abc,(201.23),none,(160.22),7027274,160.26abc,none,↑,248.76??
24-04-2024,NaN,164.39abc,NaN,NaN,4567562,214.1.0,55.35.x,UP,NaN
07/02/24,164.17,ERROR,212.7.8,(247.0),1605016units,235.52,none,↑,outlier
2024/03/21,none,none,?,(252.84),"7529405,abc",NaN,42.11,Down,190.43
2024/02/28,(248.86),ERROR,(224.2),205.32,Null,233.6.4,24.92,???,NaN
2024/01/04,(258.85),NaN,(175.6),231.x,{3251927},none,6.05,↑,NaN
2024/03/12,182.78,263.x,ERROR,ERROR,{4549745},152.x,722,Down,NaN
2024-03-06,(132.55),(172.48),170.69,ERROR,4096101,none,89.33.x,UP,221.04
11/03/24,221.7.1,?,ERROR,238.62,Null,170.9.4,7.44.x,Up,outlier
2024-01-07,(267.56),281.42abc,216.05abc,238.85abc,"5906890,abc",ERROR,low,Down,outlier
04-02-2024,ERROR,?,?,(113.77),{7398758},none,89.61.x,UP,outlier
2024-01-03,215.x,NaN,?,none,,(180.95),?,UP,291.38??
04/03/24,?,181.x,266.x,ERROR,{3964676},none,158,UP,115.82
05-01-2024,?,ERROR,ERROR,?,{5442517},(174.86),97.47.x,UP,outlier
12/02/24,158.99,(143.97),153.19abc,286.x,5848351units,217.0.2,86.58.x,UP,NaN
28-01-2024,210.7.4,none,(232.69),265.06abc,3307595,?,1003,???,outlier
2024/02/19,272.36abc,NaN,NaN,ERROR,"1828715,abc",?,799,↓,158.41??
2024-03-01,(207.43),234.0,?,NaN,"5442981,abc",none,50.23.x,UP,NaN
09/03/24,(154.3),none,(277.53),227.9.2,Null,NaN,1169,↓,197.94??
2024**04**05,ERROR,115.98,?,(156.37),6113906,NaN,283,UP,122.33
2024/02/21,none,ERROR,none,ERROR,{7805063},?,1077,UP,280.26
20-02-2024,110.x,138.91abc,197.x,NaN,{7487184},135.44,35.33,???,outlier
30/03/24,163.68,none,(213.14),?,,268.95abc,329,Down,133.32??
08/02/24,(180.15),none,(147.73),none,5345950units,ERROR,378,↓,156.59??
2024-04-10,NaN,242.1.4,none,215.0.5,{8044966},?,922,UP,118.13??
2024/04/14,253.06abc,none,275.x,230.73,8435481,150.85abc,730,↑,163.44??
03-01-2024,120.71abc,263.78,246.43abc,NaN,5407325,269.x,837,↑,178.73
01/02/24,none,none,NaN,199.6.7,6329765,124.0abc,low,down,137.13
2024-02-06,?,268.62,150.5.8,NaN,5308823,none,9.08,↑,292.31
2024-04-23,NaN,256.7.0,266.8.4,(203.2),"2534696,abc",ERROR,51.12.x,UP,228.33??
16/13/24,?,ERROR,?,?,{4337068},(296.17),low,↑,outlier
2024/01/05,(264.03),ERROR,267.6.5,254.43,5876911units,none,high,↓,132.17??
22/04/24,101.x,none,213.x,?,1125688,277.6.9,8.39,???,231.0??
03-02-2024,240.77abc,(260.4),153.0.5,220.x,1356926,?,88,↓,209.06
2024**04**05,?,(143.44),none,ERROR,3593944,ERROR,513,???,outlier
2024-04-14,244.54abc,152.6.9,106.x,276.78abc,3266256,265.x,440,↓,260.84??
2024/02/16,(238.43),110.2.1,none,295.37abc,Null,238.x,23,↑,113.88
2024**04**05,(277.68),?,NaN,146.4.9,8135870units,?,49.32.x,Down,192.83??
2024-01-11,?,none,ERROR,277.35abc,5863492,184.5.9,92.65.x,↑,outlier
09-04-2024,(129.82),180.32abc,(182.12),197.x,{4815778},154.74,789,↓,197.44
13-13-2024,?,(188.55),138.x,NaN,,?,19.75.x,↑,136.54
10-04-2024,102.9.4,189.14abc,?,none,1315799,263.25,high,???,183.84??
23-04-2024,161.x,ERROR,107.06abc,229.x,Null,none,1448,down,NaN
2024-04-02,ERROR,(171.53),NaN,?,"3579714,abc",NaN,30.98,Down,NaN
04-04-2024,NaN,274.71,(204.26),?,3871294units,157.93abc,46.66.x,UP,NaN
20/03/24,162.17abc,(271.22),291.x,244.x,{1570940},ERROR,59.7,↑,295.99
31-01-2024,138.7.1,277.33,143.x,272.x,,NaN,21,↑,235.0
20-02-2024,200.43,none,267.8.9,145.33,3148202units,none,46.22.x,???,outlier
2024**04**05,(219.74),241.45,136.85abc,250.x,,261.99,61.16,Up,outlier
24-03-2024,ERROR,NaN,?,?,{2069790},none,high,UP,outlier
2024/03/01,228.x,127.2abc,none,NaN,7662381units,ERROR,22.47.x,???,NaN
06/04/24,NaN,?,196.2.4,none,Null,142.43abc,low,Up,NaN
19/03/24,265.x,176.23,207.35abc,ERROR,{7434470},298.91,72.42.x,↓,230.65??
2024/02/29,167.44abc,157.67,284.x,192.x,"3111623,abc",NaN,85.83,???,206.9
16-02-2024,none,148.73,121.92,(147.48),6705808,ERROR,?,???,110.81??
2024/02/16,?,none,ERROR,205.75abc,,299.x,low,UP,outlier
2024/03/14,(125.87),NaN,?,none,1553318units,none,90.55,???,291.46
2024-04-19,NaN,?,?,NaN,Null,ERROR,33.83.x,↑,230.14??
2024-02-26,?,167.3.2,104.34,223.9.4,"7041391,abc",215.x,none,???,NaN
2024-04-12,292.39abc,(132.68),135.78abc,ERROR,3849508units,160.55abc,35.02.x,???,outlier
25-01-2024,161.65,ERROR,none,250.17abc,Null,200.x,2.15,UP,NaN
2024/01/28,none,234.x,NaN,ERROR,"3671147,abc",169.6.1,none,UP,NaN
22-04-2024,123.02,none,153.9abc,ERROR,8149499units,280.71abc,94.94,↓,102.05
2024/01/30,none,(256.29),184.3.6,none,3954095units,(164.08),?,UP,outlier
04/04/24,ERROR,271.35,234.x,197.5.7,{4545545},114.0.5,55.91,↑,277.24
06-03-2024,ERROR,none,none,(258.54),"3165542,abc",(122.52),high,???,NaN
2024-03-24,?,107.6.3,?,290.93abc,,(225.2),87.38.x,Up,NaN
2024-01-09,ERROR,273.33,202.4.0,121.93abc,Null,139.0.2,484,↑,252.57??
2024/01/17,175.8.1,ERROR,295.83,none,{8994672},NaN,303,???,263.11
2024-03-20,NaN,(123.02),none,NaN,6487329units,170.81abc,82.18.x,down,outlier
2024/01/29,186.55abc,ERROR,NaN,ERROR,3959984,?,50.01.x,Down,NaN
03-03-2024,138.2.8,137.56,ERROR,NaN,6153237units,?,none,↑,159.67
12/02/24,128.51,NaN,NaN,(164.52),6669725,none,?,Up,178.5??
08-02-2024,170.88abc,123.9.9,ERROR,ERROR,"6098443,abc",214.x,low,UP,192.57
2024-02-29,none,ERROR,?,112.1,5489355units,NaN,26,down,116.39??
2024-01-08,144.71,133.26abc,ERROR,NaN,4741860,(163.75),?,↑,277.61
2024/03/25,120.16abc,ERROR,none,NaN,,(124.62),30.33,↑,NaN
2024-02-25,152.9.3,none,208.84abc,256.48abc,"8530449,abc",none,73.51,↑,229.6??
10/03/24,180.x,ERROR,NaN,132.38,7638567,159.22abc,1040,↑,284.74
2024/02/22,237.2.1,289.7.4,(169.47),215.x,"2929908,abc",293.5.3,low,↑,107.01
2024**04**05,123.94,(214.09),none,none,{6686242},122.96,73.69.x,???,135.5??
2024/04/14,?,?,NaN,121.63abc,4873283units,ERROR,466,↓,120.76
04/02/24,128.4.4,ERROR,(124.59),none,2614775,ERROR,?,↓,outlier
18/03/24,183.x,247.73,NaN,262.9.9,{4026942},167.7.4,20.79,UP,NaN
2024**04**05,291.4.1,286.2,ERROR,NaN,{2179768},?,25.62,↑,217.55
11-04-2024,(172.95),?,188.43,(214.29),Null,105.x,49.36.x,down,NaN
28-01-2024,?,134.x,110.7.5,NaN,{2483179},202.4abc,94.53.x,↑,outlier
21-03-2024,?,?,257.89abc,110.x,"1038243,abc",138.36abc,10.26,???,outlier
02-02-2024,260.7.0,(234.02),245.x,239.7.2,,247.0.1,99.88,UP,NaN
2024-03-10,149.3.9,(135.51),205.8.3,none,Null,125.1.7,none,UP,outlier
26-01-2024,?,(256.45),ERROR,NaN,"5626822,abc",NaN,58.02.x,Up,149.12
13-02-2024,(205.54),222.x,129.79,none,"7254331,abc",NaN,67.77.x,down,161.23
15-04-2024,193.59abc,117.94,NaN,212.9.8,6067835units,(256.3),25.76.x,???,283.34
2024**04**05,(131.18),ERROR,none,NaN,Null,?,high,Up,outlier
2024/01/31,100.x,ERROR,107.77,?,,NaN,1446,Up,outlier
30-01-2024,none,none,(170.94),293.49abc,3818858units,110.61abc,7.85,↓,170.87
2024/01/15,ERROR,160.5.9,?,ERROR,1531901,192.02,25.69.x,UP,outlier
12-03-2024,197.8abc,259.x,NaN,179.43,2238081,NaN,none,down,246.14
2024/04/01,NaN,NaN,139.83abc,?,"1619366,abc",ERROR,high,down,NaN
12/03/24,111.0.7,200.33abc,?,229.35abc,{6335532},NaN,723,↓,NaN
2024-04-28,NaN,127.x,none,295.x,2395399units,180.x,89.54,Up,outlier
2024/01/28,NaN,(194.33),219.41abc,none,Null,185.5.0,107,Down,150.81
2024/01/31,ERROR,none,?,ERROR,8706234units,270.9.1,low,↓,201.34
25-13-2024,?,225.2.6,ERROR,156.x,{2276657},239.3.5,74.26,UP,224.26??
2024-01-28,274.x,(145.06),none,(118.4),1094618units,252.15abc,low,↓,172.96
08-01-2024,(100.15),?,NaN,186.x,"8944939,abc",193.53abc,40.75.x,Up,NaN
2024**04**05,(114.28),ERROR,none,(191.58),,166.25abc,844,Down,267.31
06/03/24,none,NaN,242.9.0,217.9.2,,289.3.1,215,Down,184.13??
14-03-2024,NaN,none,(115.72),247.2.1,Null,none,681,↑,263.08
2024/04/07,196.73,(227.81),?,185.83abc,Null,?,5.49,Up,123.12??
2024/01/13,ERROR,NaN,120.x,NaN,2024024units,227.x,70.54,UP,outlier
08/03/24,113.25,131.9.2,127.57abc,(166.72),{6907364},ERROR,high,down,NaN
2024-03-29,(180.85),ERROR,(174.02),266.47,{1586575},none,low,↓,266.93
02/03/24,none,(171.94),161.x,137.38,"8883246,abc",201.3.3,552,Down,245.13
2024-03-12,205.x,(101.8),241.x,?,2934297,290.4.5,14.4,↑,135.95??
08-04-2024,ERROR,211.x,207.x,ERROR,{1266207},(228.57),35.61,↑,outlier
11/02/24,105.09abc,152.64,265.0.3,213.42,{2272264},207.58,14.62,↓,122.19??
07/02/24,ERROR,(112.08),153.82abc,?,{3581002},(213.67),49.07,↑,outlier
2024/04/09,(172.17),112.71,none,?,Null,125.04abc,0.95.x,???,NaN
2024/04/12,?,NaN,NaN,126.37,4915918units,NaN,18.08,???,outlier
03/02/24,none,249.x,279.5.0,?,1343716,ERROR,22.53,UP,147.64
20-01-2024,167.84,183.79abc,(258.38),NaN,,274.47,none,Down,124.55
2024-02-04,none,?,182.77,ERROR,7417761units,?,15.96.x,UP,NaN
2024**04**05,268.26,none,?,264.x,{5171981},?,934,UP,182.35??
2024-03-02,(123.09),none,197.56abc,237.84,1336225,ERROR,101,Up,NaN
01/01/24,NaN,181.8.3,?,224.99,"7365013,abc",?,5.43,Down,NaN
13/03/24,none,221.79abc,none,none,,?,low,UP,outlier
2024-04-02,192.6.6,?,ERROR,?,2841526units,200.32,high,↓,NaN
2024-01-18,245.x,281.x,(175.66),ERROR,Null,223.75abc,14.08,↓,190.01??
2024-01-11,101.88abc,133.x,124.x,259.x,3338779units,?,97.08.x,???,outlier
2024/03/22,176.87abc,150.x,145.5.1,281.6abc,{7199581},265.9,73.48.x,↑,NaN
2024-01-27,?,220.26abc,ERROR,?,Null,(244.01),high,↓,outlier
2024-04-11,180.37,244.01,282.78abc,199.8.2,"1764510,abc",NaN,482,down,NaN
2024/04/22,none,(244.1),ERROR,none,{6794559},298.x,59.47,UP,outlier
2024/02/19,ERROR,none,(141.12),166.0,Null,NaN,451,down,NaN
2024/04/04,NaN,155.65abc,(285.37),none,"7375330,abc",231.8abc,555,Up,outlier
08/02/24,none,158.44abc,none,?,Null,?,69.24.x,UP,outlier
14-01-2024,?,201.65,ERROR,294.9.8,"8838333,abc",(226.73),58.22,down,182.69??
2024/04/22,none,ERROR,(134.69),none,Null,124.68abc,high,UP,NaN
22/02/24,?,120.6abc,238.x,?,Null,?,0.98.x,Up,outlier
2024/03/28,?,225.8.9,?,NaN,{1713895},ERROR,25.42,???,outlier
2024/02/06,none,151.2.7,167.29,247.32,3922175,NaN,high,Up,275.34
2024-03-08,149.77,216.x,202.4.7,none,,NaN,1.58,Up,NaN
2024/01/15,?,174.36,?,185.x,2051432,205.88,high,Down,outlier
2024/02/15,165.38abc,278.3.9,156.76,ERROR,,NaN,?,↓,NaN
2024-03-29,none,(280.76),none,none,"7980831,abc",243.93abc,40.27.x,down,174.38??
2024/02/16,132.61,278.59,(299.51),?,Null,227.43abc,?,down,outlier
16-02-2024,180.13,?,234.3.9,265.72abc,{1914547},NaN,27.41,Down,194.81??
2024/04/11,262.2.9,(224.6),none,267.6.7,"1106199,abc",none,123,Down,NaN
2024/01/05,245.05abc,272.03,NaN,165.x,1529734units,182.5.2,high,Up,214.49
06/02/24,?,ERROR,131.74abc,179.39,,173.0,3.25.x,???,outlier
26-03-2024,142.95,273.1.7,?,?,8853321units,198.32abc,83.03.x,Down,outlier
23-01-2024,?,240.x,192.59abc,262.55,4919863units,?,1365,UP,NaN
01-02-2024,148.91abc,NaN,ERROR,none,{6787681},205.6.8,1474,↓,299.36
2024-04-23,(154.04),125.77abc,NaN,none,2807102,254.63abc,87.71.x,Up,161.57
09/03/24,140.64,235.84abc,181.57,288.x,,295.56abc,none,down,outlier
27/03/24,NaN,179.x,208.02,268.21abc,Null,288.84,high,down,NaN
31-01-2024,NaN,none,254.22abc,NaN,Null,?,42.62.x,↓,110.11??
2024/04/14,none,?,ERROR,262.9.3,8829384units,ERROR,0.83,down,outlier
27/01/24,269.x,?,NaN,214.1.4,Null,264.8.6,low,???,253.25
16/04/24,(262.6),105.36abc,(147.57),none,{8126092},ERROR,69.9.x,???,159.52??
11/02/24,184.x,none,153.0.0,(222.31),{2181691},none,859,UP,219.28
2024**04**05,110.7.5,NaN,(144.65),none,Null,252.27abc,40,Down,NaN
2024-03-09,178.72,ERROR,145.59abc,297.x,7406901units,207.x,?,Up,NaN
2024/04/27,126.2.7,ERROR,164.75abc,ERROR,3182989units,(247.9),29.43.x,down,NaN
2024-04-26,none,ERROR,NaN,?,Null,none,85.01,Up,133.03??
2024-01-15,(285.31),136.4.7,268.65abc,(298.95),"8593964,abc",294.27,19.07,Down,191.09??
2024-04-29,263.92abc,189.0abc,125.x,124.09abc,Null,NaN,762,Up,286.86??
11-04-2024,(115.11),ERROR,196.97,ERROR,"5028920,abc",ERROR,?,Up,outlier
2024-04-15,(219.47),none,NaN,ERROR,Null,153.x,16.81.x,Down,outlier
2024**04**05,178.27abc,296.23abc,none,(192.9),Null,156.2.6,81.17,↑,228.58??
05/04/24,(247.67),154.74,ERROR,none,,227.25abc,low,Up,239.12
